,brandName,price,engine,pradesh,lotNumber,mileage,kmRun,makeYear
1470,Honda,80000,150,Bagmati,56,40,45000,2013
1471,Bajaj,135000,220,Bagmati,65,35,23000,2014
1472,Honda,185000,110,Bagmati,121,40,7800,2020
1473,Yamaha,70000,150,Bagmati,54,30,30000,2012
1474,Bajaj,220000,150,Bagmati,133,40,5049,2020
1475,Bajaj,80000,150,Narayani,26,35,4500,2014
1476,Bajaj,305000,200,Gandaki,21,40,6000,2021
1477,Vespa,180000,125,Bagmati,96,30,13000,2018
1478,Yamaha,170000,150,Narayani,55,50,60000,2018
1479,Royal Enfield,366000,350,Bagmati,97,40,19000,2018
1480,Hartford,400000,200,Bagmati,82,35,5625,2016
1481,Bajaj,170000,220,Bagmati,89,42,38000,2017
1482,TVS,165000,125,Bagmati,113,35,19000,2020
1483,KTM,625000,250,3,20,30,7500,2021
1484,Yamaha,75000,150,Bagmati,52,30,43000,2014
1485,Hero,100000,110,Bagmati,89,30,18700,2017
1486,Bajaj,248000,200,Bagmati,116,38,44950,2020
1487,Aprilia,195000,150,Bagmati,114,30,13000,2019
1488,TVS,55000,160,Koshi,7,40,45000,2008
1489,Bajaj,175000,160,Bagmati,110,39,27420,2019
1490,Bajaj,240000,200,Koshi,40,45,22600,2019
1491,Hero,55000,150,Bagmati,57,42,84000,2015
1492,Yamaha,320000,155,Bagmati,112,45,15000,2020
1493,Royal Enfield,265000,350,Narayani,59,25,15000,2014
1494,Honda,425000,150,Bagmati,102,45,19000,2019
1495,TVS,265000,200,Bagmati,19,38,10000,2020
1496,Yamaha,250000,150,1,117,55,7800,2021
1497,Honda,465000,150,Bagmati,121,45,16000,2018
1498,Bajaj,45000,125,Bagmati,26,45,45000,2013
1499,Bajaj,165000,200,Bagmati,91,36,26000,2017
1500,TVS,210000,125,Bagmati,30,35,9000,2022
1501,Bajaj,95000,220,Bagmati,58,30,9000,2013
1502,Bajaj,145000,150,Bagmati,94,55,23010,2017
1503,KTM,550000,250,Bagmati,121,30,9700,2020
1504,TVS,129000,200,Bagmati,84,35,31000,2017
1505,Hero,115000,110,Bagmati,102,35,14500,2018
1506,Yamaha,410000,155,Bagmati,132,45,6500,2021
1507,Yamaha,60000,120,Bagmati,17,40,6500,2003
1508,Yamaha,180000,150,Bagmati,97,40,28700,2018
1509,TVS,160000,150,Narayani,65,45,36000,2019
1510,Cross X,580000,250,Bagmati,99,30,27000,2018
1511,Cross X,550000,250,Bagmati,99,28,11000,2017
1512,Crossfire,270000,250,Bagmati,74,30,25000,2016
1513,TVS,220000,160,Bagmati,74,45,21257,2021
1514,TVS,260000,160,Bagmati,112,35,26800,2019
1515,Honda,150000,160,Bagmati,92,35,28000,2017
1516,Yamaha,200000,250,Bagmati,93,40,40000,2017
1517,Bajaj,130000,220,Bagmati,63,30,80000,2014
1518,Bajaj,175000,150,Bagmati,96,40,26000,2018
1519,Crossfire,560000,250,Bagmati,13,25,6800,2022
1520,Honda,175000,110,Bagmati,115,35,13000,2020
1521,Vespa,380000,150,Bagmati,19,49,6800,2018
1522,Yamaha,130000,150,Lumbini,24,45,36000,2015
1523,TVS,135000,200,Bagmati,80,30,20077,2017
1524,Bajaj,170000,150,Bagmati,99,40,29000,2018
1525,Honda,53900,110,Bagmati,50,40,35000,2012
1526,Honda,65000,150,Bagmati,48,38,43000,2011
1527,TVS,175000,180,Bagmati,94,30,14000,2018
1528,KTM,400000,250,Bagmati,94,30,20300,2019
1529,Bajaj,270000,200,Bagmati,23,30,7938,2021
1530,Royal Enfield,670000,350,Bagmati,135,30,1400,2022
1531,Hero,95000,110,Bagmati,135,35,1400,2018
1532,Honda,170000,125,Bagmati,123,35,7500,2020
1533,TVS,245000,160,1,123,40,7500,2019
1534,Yamaha,70000,150,Bagmati,48,35,60000,2011
1535,KTM,310000,200,Bagmati,89,28,26000,2017
1536,Bajaj,113000,200,Bagmati,53,29,9800,2012
1537,Yamaha,75000,150,Bagmati,50,35,28000,2012
1538,Royal Enfield,340000,350,Bagmati,84,30,22000,2017
1539,TVS,270000,350,Koshi,84,45,3500,2022
1540,TVS,139000,200,Bagmati,23,35,23000,2018
1541,Bajaj,52000,125,Bagmati,52,45,25000,2012
1542,TVS,225000,125,Bagmati,35,50,10000,2021
1543,TVS,300000,200,Bagmati,31,38,5500,2021
1544,Honda,195000,110,Bagmati,128,48,7000,2021
1545,KTM,585000,390,Lumbini,42,30,23000,2018
1546,TVS,217000,125,Bagmati,134,45,3500,2021
1547,Hartford,185000,150,Bagmati,66,40,19000,2014
1548,Honda,270000,250,Bagmati,98,30,45000,2015
1549,KTM,460000,200,Bagmati,21,35,11000,2020
1550,Honda,95000,160,Bagmati,77,45,31000,2016
1551,Bajaj,190000,220,Bagmati,101,40,11000,2018
1552,Bajaj,220000,150,Bagmati,130,35,11000,2021
1553,Bajaj,265000,200,Bagmati,16,35,17000,2019
1554,Honda,185000,110,3,118,42,7000,2021
1555,Bajaj,170000,150,Bagmati,99,40,29000,2018
1556,Yamaha,230000,125,Bagmati,21,55,16000,2020
1557,Bajaj,180000,150,Bagmati,105,40,27800,2019
1558,Royal Enfield,515000,350,Bagmati,104,25,7715,2019
1559,Royal Enfield,238000,350,Bagmati,64,25,7715,2014
1560,Bajaj,150000,220,Bagmati,64,30,30000,2018
1561,Bajaj,130000,220,Bagmati,80,35,21000,2016
1562,Honda,549999,190,Bagmati,103,40,13500,2019
1563,Suzuki,110000,155,Bagmati,79,40,40000,2017
1564,TVS,200000,200,3,105,35,19000,2018
1565,Bajaj,240000,200,Bagmati,117,34,17385,2020
1566,Bajaj,159000,220,Bagmati,91,35,30000,2017
1567,Bajaj,210000,220,Lumbini,60,40,30000,2020
1568,TVS,305000,200,Bagmati,129,40,11500,2021
1569,TVS,155000,160,Bagmati,47,45,42000,2019
1570,TVS,115000,200,Bagmati,81,35,25000,2016
1571,Royal Enfield,275000,350,Bagmati,54,35,41000,2012
1572,Royal Enfield,595000,350,Bagmati,132,35,2000,2021
1573,TVS,230000,200,Bagmati,13,30,16000,2019
1574,Bajaj,98000,200,Bagmati,60,40,16000,2013
1575,Royal Enfield,615000,350,Bagmati,135,30,3000,2022
1576,Yamaha,255000,150,3,111,45,25000,2019
1577,Crossfire,280000,250,Bagmati,85,30,18900,2017
1578,Yamaha,68000,110,Bagmati,60,30,18900,2014
1579,Yamaha,370000,155,Koshi,144,45,11000,2021
1580,TVS,149000,200,Bagmati,97,30,28000,2018
1581,Suzuki,149000,150,Bagmati,106,30,1800,2018
1582,Royal Enfield,550000,350,Bagmati,23,30,8500,2021
1583,Yamaha,77000,150,Bagmati,55,35,42000,2013
1584,Honda,300000,250,Bagmati,64,30,40000,2014
1585,Yamaha,230000,250,Bagmati,98,30,30000,2019
1586,Suzuki,180000,150,Bagmati,97,44,18000,2018
1587,Bajaj,182000,180,Narayani,55,40,27000,2018
1588,Royal Enfield,200000,500,Bagmati,49,20,22500,2012
1589,Bajaj,335000,220,Bagmati,31,36,22500,2021
1590,KTM,300000,390,Bagmati,82,24,25000,2018
1591,Hero,65000,110,Bagmati,60,40,25000,2013
1592,Bajaj,190000,150,Bagmati,15,40,24000,2020
1593,Hero,98000,125,Bagmati,78,50,6800,2016
1594,Royal Enfield,595000,350,Bagmati,132,30,1990,2021
1595,KTM,530000,200,Bagmati,30,30,17000,2021
1596,KTM,325000,200,Bagmati,80,30,31000,2017
1597,Bajaj,130000,220,Bagmati,70,35,35000,2015
1598,Honda,240000,160,Lumbini,38,50,22000,2017
1599,Royal Enfield,380000,350,Bagmati,93,35,48000,2018
1600,Suzuki,229000,150,Bagmati,32,40,6000,2019
1601,Royal Enfield,725000,350,Bagmati,32,35,5847,2022
1602,KTM,465000,250,Bagmati,11,27,9000,2019
1603,Bajaj,232999,200,3,113,40,12500,2019
1604,Honda,80000,200,Bagmati,46,40,30000,2011
1605,TVS,150000,180,Bagmati,87,35,33000,2017
1606,KTM,285000,200,Bagmati,81,35,50000,2017
1607,Yamaha,120000,110,Bagmati,101,30,9000,2018
1608,Yamaha,130000,150,Bagmati,76,40,40000,2016
1609,Suzuki,142000,155,Bagmati,101,45,24000,2018
1610,Suzuki,130000,350,Bagmati,102,38,15000,2016
1611,Royal Enfield,275000,350,Bagmati,46,40,34000,2011
1612,Royal Enfield,330000,350,Bagmati,91,32,46000,2017
1613,Bajaj,165000,150,Bagmati,99,40,17000,2018
1614,KTM,400000,250,Bagmati,94,25,14000,2018
1615,Royal Enfield,540000,350,Bagmati,24,36,7100,2021
1616,Royal Enfield,295000,125,Bagmati,70,30,29000,2015
1617,Bajaj,245000,200,Bagmati,16,35,18000,2020
1618,Bajaj,200000,200,Bagmati,98,35,27000,2019
1619,Aprilia,185000,125,Bagmati,117,35,6000,2021
1620,Bajaj,185000,220,Bagmati,101,45,41000,2018
1621,Crossfire,315000,250,Bagmati,110,20,13000,2019
1622,Honda,420000,250,Bagmati,137,35,28000,2017
1623,Bajaj,155000,200,Bagmati,83,30,28000,2017
1624,Royal Enfield,365000,350,Bagmati,82,30,34000,2018
1625,Yamaha,230000,125,Bagmati,21,47,13500,2020
1626,Bajaj,68000,150,Bagmati,45,40,50000,2011
1627,KTM,375000,200,Bagmati,94,18,3400,2018
1628,Royal Enfield,550000,350,Bagmati,30,30,3000,2021
1629,Honda,270000,185,Bagmati,20,30,62000,1997
1630,Bajaj,160000,200,Narayani,53,35,2000,2018
1632,Honda,370000,250,Bagmati,74,35,11087,2016
1633,Bajaj,222000,220,Bagmati,93,32,16850,2017
1634,Bajaj,260000,200,Bagmati,22,30,5825,2021
1635,Bajaj,180000,200,Narayani,51,40,21000,2017
1636,Bajaj,90000,220,Bagmati,55,35,60000,2013
1637,Bajaj,215000,220,3,104,35,18498,2018
1638,Bajaj,165000,220,Bagmati,75,35,40000,2016
1639,Bajaj,220000,220,Bagmati,75,37,13300,2016
1640,KTM,265000,200,Bagmati,71,30,21000,2016
1641,Honda,145000,125,Bagmati,103,35,26000,2019
1642,Bajaj,150000,150,Bagmati,89,34,35000,2017
1643,Royal Enfield,375000,350,Bagmati,95,31,15000,2018
1644,KTM,400000,250,Bagmati,95,30,19000,2018
1645,Yamaha,68000,110,Bagmati,59,35,27000,2013
1646,Hero,75000,110,Bagmati,71,38,27000,2016
1647,Benelli,750000,300,Mechi,71,28,5900,2020
1648,Bajaj,118000,220,Bagmati,65,30,35000,2014
1649,TVS,99000,110,Bagmati,95,38,21000,2018
1650,Honda,104000,110,Bagmati,67,38,23000,2015
1651,Bajaj,145000,220,Bagmati,78,32,23000,2017
1652,TVS,188000,125,Bagmati,119,30,7000,2020
1653,Yamaha,370000,150,Bagmati,127,40,7000,2021
1654,Yamaha,420000,155,Bagmati,107,40,2500,2021
1655,Bajaj,500000,400,Bagmati,17,27,6500,2021
1656,Yamaha,100000,150,Bagmati,64,48,54000,2014
1657,Yamaha,113000,110,Bagmati,92,35,25000,2017
1658,Yamaha,108000,110,Bagmati,90,35,25000,2017
1659,Bajaj,108000,150,Bagmati,64,45,25000,2014
1660,KTM,298000,200,Bagmati,89,35,16000,2017
1661,Honda,115000,125,Bagmati,81,40,25797,2018
1662,Vespa,277000,125,Bagmati,129,33,25797,2021
1663,Royal Enfield,330000,350,Bagmati,77,30,38000,2016
1664,Yamaha,170000,110,Gandaki,19,40,5000,2019
1665,Yamaha,149000,150,Bagmati,19,40,35000,2016
1666,KTM,210000,200,Bagmati,70,30,41000,2015
1667,Cross X,330000,250,Bagmati,94,18,15000,2017
1668,TVS,82500,125,Bagmati,99,45,28000,2018
1669,Yamaha,105000,150,Bagmati,49,45,63000,2014
1670,Royal Enfield,370000,350,Bagmati,85,35,37000,2017
1671,Honda,270000,150,1,21,60,14000,2021
1672,KTM,315000,200,Bagmati,88,28,25000,2017
1673,Hero,285000,200,Bagmati,118,30,16900,2020
1674,Yamaha,70000,155,Bagmati,40,32,60000,2010
1675,TVS,109000,125,Bagmati,101,35,23000,2018
1676,Hartford,165000,150,Bagmati,64,30,29000,2014
1677,KTM,225000,200,Bagmati,69,30,30000,2016
1678,Bajaj,450000,250,Bagmati,128,35,4500,2021
1679,Bajaj,185000,200,Bagmati,94,30,19000,2018
1680,Royal Enfield,500000,350,Bagmati,119,25,13000,2020
1681,Benelli,160000,150,Bagmati,10,40,6500,2019
1682,Royal Enfield,540000,350,Bagmati,134,34,1850,2022
1683,Motorhead,275000,250,Bagmati,18,35,16000,2019
1684,Honda,65000,150,Bagmati,51,50,32000,2013
1685,Honda,118000,110,Bagmati,84,45,25000,2017
1686,Honda,669000,350,Bagmati,26,28,3600,2021
1687,KTM,295000,250,Bagmati,87,25,15000,2017
1688,Aprilia,200000,125,Bagmati,117,35,8000,2021
1689,Vespa,345000,150,Bagmati,126,35,4800,2021
1690,Honda,165000,125,Bagmati,119,40,11200,2019
1691,Royal Enfield,235000,350,Bagmati,43,20,61000,2010
1692,TVS,145000,200,Narayani,43,37,48000,2016
1693,Yamaha,137000,150,Bagmati,43,45,37000,2016
1694,Hero,150000,200,Bagmati,103,40,20500,2018
1695,Royal Enfield,350000,500,Bagmati,84,16,22000,2017
1696,Bajaj,150000,220,Bagmati,94,40,19000,2017
1697,Bajaj,128000,220,Bagmati,73,30,24000,2016
1698,Hero,38000,100,Bagmati,30,55,30000,2008
1699,TVS,108000,125,Bagmati,107,50,18000,2019
1700,Bajaj,195000,150,Bagmati,121,45,14000,2020
1701,Bajaj,130000,150,Narayani,49,40,30000,2017
1702,Crossfire,299999,250,Bagmati,129,18,14000,2017
1703,Hero,155000,250,Bagmati,103,40,14000,2020
1704,Royal Enfield,199000,350,Bagmati,40,35,27400,2011
1705,Bajaj,128000,220,Bagmati,73,30,79000,2015
1706,Bajaj,210000,200,Bagmati,70,27,25000,2017
1707,Vespa,350000,155,Bagmati,135,30,2343,2018
1708,Honda,80000,120,Bagmati,49,40,27105,2014
1709,Hero,45000,150,Bagmati,38,42,37000,2008
1710,Yamaha,327000,150,Bagmati,116,35,10000,2020
1711,TVS,205000,125,Bagmati,124,32,10000,2021
1712,Hero,98000,125,Bagmati,98,50,10000,2018
1713,Suzuki,198000,250,Bagmati,4,28,63000,1994
1714,Yamaha,150000,150,Bagmati,68,45,36600,2015
1715,KTM,850000,390,Bagmati,21,28,5500,2021
1716,Royal Enfield,379999,350,Bagmati,77,30,19000,2016
1717,Hero,155000,125,Bagmati,20,45,9000,2020
1718,KTM,285000,200,Bagmati,79,30,22000,2016
1719,Bajaj,223000,200,2,113,30,17000,2019
1720,Royal Enfield,520000,350,Bagmati,130,35,7000,2021
1721,Royal Enfield,715000,350,Bagmati,129,35,11000,2021
1722,TVS,200000,125,Bagmati,24,35,9000,2021
1723,Yamaha,225000,250,Bagmati,100,37,21900,2018
1724,KTM,370000,250,Bagmati,97,25,18000,2017
1725,Hero,325000,200,Bagmati,126,35,14000,2021
1726,Yamaha,350000,155,Bagmati,111,52,11400,2019
1727,Hero,60000,110,Bagmati,72,35,33000,2015
1728,Royal Enfield,390000,350,Bagmati,99,35,19878,2018
1729,Bajaj,146500,125,Bagmati,116,55,20000,2020
1730,Honda,54000,150,Bagmati,49,45,39000,2011
1731,Yamaha,120000,110,Bagmati,97,40,28000,2018
1732,Bajaj,140000,150,Bagmati,81,45,40000,2017
1733,Yamaha,105000,110,Bagmati,89,40,21000,2019
1734,Bajaj,90000,150,Bagmati,60,40,60000,2012
1735,Royal Enfield,505000,350,Bagmati,113,35,5900,2019
1736,Hero,68000,110,Bagmati,78,30,42000,2016
1737,Bajaj,450000,400,3,123,28,5500,2021
1738,TVS,250000,200,Bagmati,113,32,15885,2019
1739,Bajaj,90000,150,Bagmati,60,55,60000,2013
1740,Royal Enfield,630000,350,Bagmati,124,35,4500,2021
1741,Benelli,450000,300,Gandaki,14,25,32800,2017
1742,Aprilia,220000,125,Bagmati,133,32,5900,2021
1743,Yamaha,360000,155,Bagmati,6,45,15000,2019
1744,Bajaj,160000,220,Bagmati,80,30,34000,2016
1745,Honda,82000,150,Bagmati,60,45,43644,2013
1746,Honda,232000,125,Bagmati,26,40,4800,2021
1747,Bajaj,300000,200,Seti,109,35,13500,2021
1748,Hero,80000,125,Bagmati,59,50,13500,2012
1749,Bajaj,145000,220,Bagmati,77,35,25000,2016
1750,Yamaha,390000,150,Bagmati,126,40,8000,2021
1751,Bajaj,310000,200,Bagmati,34,25,3000,2022
1752,Yamaha,299999,155,Bagmati,115,38,11500,2020
1753,Bajaj,185000,200,Bagmati,94,27,25000,2018
1754,Royal Enfield,420000,350,3,95,35,15000,2018
1755,TVS,164000,125,Bagmati,95,30,15000,2019
1756,Yamaha,89000,150,Bagmati,63,35,27000,2014
1757,Bajaj,155000,150,Bagmati,99,40,14800,2018
1758,Bajaj,95000,180,Bagmati,46,40,34000,2011
1759,Yamaha,280000,150,Bagmati,46,44,14309,2019
1760,Bajaj,185000,200,Bagmati,83,25,23000,2017
1761,Hero,50000,150,Bagmati,40,40,52000,2010
1762,Yamaha,300000,150,Bagmati,127,45,9500,2021
1763,Bajaj,100000,200,Bagmati,80,39,35000,2015
1764,Bajaj,100000,200,Bagmati,80,35,3500,2015
1765,Bajaj,420000,400,Bagmati,114,28,18300,2019
1766,Honda,30000,125,Gandaki,7,40,6000,2012
1767,KTM,750000,250,3,28,30,6100,2021
1768,Bajaj,170000,180,Bagmati,104,40,23000,2018
1769,Suzuki,320000,250,Gandaki,17,35,20000,2019
1770,Bajaj,92000,125,Bagmati,65,40,13885,2015
1771,Bajaj,102000,150,Bagmati,83,35,15000,2016
1772,Bajaj,120000,150,Bagmati,81,35,25000,2016
1773,Bajaj,120000,150,Bagmati,81,35,20000,2016
1774,Bajaj,182000,150,Bagmati,127,35,10000,2021
1775,Honda,55000,125,Bagmati,39,45,28000,2014
1776,Bajaj,165000,220,Bagmati,97,35,25000,2016
1777,Honda,127000,125,Bagmati,81,35,15000,2018
1778,Bajaj,130000,150,Bagmati,115,35,15000,2021
1779,TVS,170000,125,Bagmati,107,35,15000,2020
1780,Bajaj,70000,125,Bagmati,46,45,25000,2012
1781,Bajaj,275000,220,Bagmati,128,35,6500,2022
1782,Bajaj,430000,400,Bagmati,122,25,10000,2021
1783,Bajaj,185000,200,Bagmati,94,25,18700,2018
1784,Aprilia,191000,150,Bagmati,112,35,20000,2019
1785,Bajaj,430000,400,Bagmati,16,25,18000,2020
1786,Benelli,320000,250,Bagmati,9,30,26000,2019
1787,Honda,255000,250,Bagmati,64,28,38000,2014
1788,Mahindra,70000,110,Bagmati,65,50,37800,2013
1789,Cross X,380000,250,Bagmati,80,22,9000,2016
1790,Cross X,580000,250,3,31,15,3000,2021
1791,Honda,70000,100,Bagmati,95,35,38000,2009
1792,Bajaj,180000,200,Bagmati,85,25,36000,2018
1793,Crossfire,480000,250,Bagmati,123,23,2700,2020
1794,Yamaha,205000,150,Bagmati,97,45,10700,2018
1795,Motorhead,230000,250,Bagmati,13,25,9000,2016
1796,Hero,90000,100,Bagmati,64,58,20000,2012
1797,Royal Enfield,570000,350,Bagmati,133,35,5500,2021
1798,Aprilia,185000,125,Bagmati,125,45,22000,2018
1799,Hartford,105000,150,Gandaki,9,35,22000,2014
1800,Hartford,140000,200,Gandaki,22,35,22000,2014
1801,Yamaha,190000,250,Bagmati,91,45,22000,2017
1802,Yamaha,280000,150,3,109,40,12440,2019
1803,Royal Enfield,275000,350,Bagmati,55,34,48000,2013
1804,Bajaj,90000,220,Bagmati,46,35,50000,2011
1805,Hero,69000,125,Bagmati,42,60,39000,2010
1806,Crossfire,505000,250,Bagmati,27,22,2545,2021
1807,Hero,160000,150,Bagmati,49,45,18921,2011
1808,Yamaha,170000,150,Bagmati,91,45,14000,2018
1809,Hero,295000,200,Bagmati,117,40,9500,2020
1810,Bajaj,210000,150,Bagmati,17,38,13000,2020
1811,Cfmoto,390000,250,Bagmati,111,28,2100,2019
1812,KTM,725000,250,Bagmati,24,32,12000,2021
1813,Mahindra,92000,110,Bagmati,106,30,12000,2018
1814,Yamaha,355000,150,Bagmati,119,45,19800,2020
1815,Bajaj,100000,200,Bagmati,53,35,32000,2012
1816,Honda,90000,110,Bagmati,56,30,32000,2013
1817,Crossfire,600000,250,Bagmati,113,28,6000,2020
1818,Royal Enfield,430000,350,Bagmati,19,29,50000,2005
1819,Honda,119000,125,Bagmati,95,38,23000,2018
1820,Hero,125000,125,Bagmati,105,40,13000,2018
1821,Bajaj,129000,150,Bagmati,75,38,29000,2016
1822,Suzuki,395000,250,Bagmati,111,28,17850,2019
1823,Bajaj,75000,150,Bagmati,40,45,9000,2012
1824,Yamaha,400000,155,Bagmati,130,48,4200,2021
1825,Bajaj,180000,150,Bagmati,121,45,16000,2021
1826,Honda,115000,160,Bagmati,84,40,15500,2016
1827,Royal Enfield,551000,350,Bagmati,30,28,5000,2021
1828,Bajaj,163000,220,Bagmati,93,35,25000,2017
1829,Bajaj,228000,200,Bagmati,110,30,18000,2019
1830,Yamaha,118000,150,Bagmati,63,40,30000,2014
1831,Royal Enfield,365000,350,Bagmati,85,35,16000,2017
1832,Honda,75000,110,Bagmati,51,45,15000,2012
1833,Bajaj,85000,150,Bagmati,58,47,55000,2013
1834,Yamaha,305000,250,Bagmati,27,35,8650,2021
1835,Royal Enfield,365000,350,Bagmati,91,30,22000,2017
1836,Yamaha,110000,150,Bagmati,54,45,25000,2012
1837,Yamaha,110000,150,Bagmati,50,40,15000,2012
1838,Honda,400000,150,Bagmati,4,40,22000,2018
1839,TVS,110000,125,Bagmati,88,45,36000,2017
1840,Yamaha,395000,150,Bagmati,126,40,4100,2021
1841,Cross X,640000,250,Bagmati,121,22,7500,2021
1842,KTM,595000,390,Bagmati,86,28,17000,2017
1843,Honda,100000,125,Bagmati,88,25,34000,2017
1844,Bajaj,70000,220,Bagmati,51,35,3500,2014
1845,Bajaj,45000,150,Bagmati,52,55,30000,2014
1846,Bajaj,180000,200,Bagmati,98,29,21000,2018
1847,Royal Enfield,380000,350,Bagmati,84,25,35000,2017
1848,KTM,900000,390,Bagmati,31,25,4900,2021
1849,Honda,749990,390,Bagmati,127,35,2700,2021
1850,Royal Enfield,310000,350,Bagmati,63,20,40000,2010
1851,Bajaj,160000,150,Bagmati,106,40,15000,2019
1852,Yamaha,125000,110,Bagmati,96,35,13000,2018
1853,Yamaha,103999,110,Bagmati,89,40,19000,2017
1854,Honda,210000,160,Bagmati,94,35,32000,2018
1855,Hero,155000,160,Bagmati,119,45,10100,2020
1856,Bajaj,118000,150,Bagmati,80,45,25345,2017
1857,Yamaha,250000,150,Bagmati,94,32,30000,2017
1858,Royal Enfield,245000,350,Narayani,17,27,28000,2001
1859,Bajaj,135000,220,Bagmati,80,40,47000,2017
1860,Bajaj,92500,220,Bagmati,50,34,51000,2012
1861,Yamaha,340000,155,Bagmati,115,45,15800,2019
1862,Royal Enfield,500000,350,Bagmati,126,25,6000,2021
1863,Bajaj,239500,200,Bagmati,110,35,17000,2019
1864,TVS,69000,180,Bagmati,37,40,39000,2010
1865,Royal Enfield,400000,350,Gandaki,15,30,30000,2019
1866,Hartford,130000,150,Bagmati,48,40,30000,2010
1867,Bajaj,180000,200,Bagmati,52,30,23500,2012
1868,Yamaha,70000,125,Bagmati,62,30,40000,2014
1869,Bajaj,240000,200,Bagmati,114,35,10000,2019
1870,Yamaha,380000,155,Bagmati,125,40,6000,2021
1871,TVS,75000,110,Bagmati,61,30,25000,2014
1872,Bajaj,127000,150,Bagmati,77,35,27000,2015
1873,Bajaj,230000,200,Bagmati,96,33,15000,2018
1874,Yamaha,85000,110,Bagmati,65,45,15000,2015
1875,Bajaj,285000,200,Bagmati,103,35,18000,2018
1876,Um,285000,200,Bagmati,103,35,18000,2018
1877,Bajaj,120000,150,Bagmati,84,45,23000,2017
1878,Motorhead,300000,200,Dhaulagiri,84,30,3000,2021
1879,Bajaj,273000,200,Bagmati,10,30,10000,2019
1880,Royal Enfield,315000,350,Bagmati,59,30,49500,2013
1881,Honda,230000,150,Bagmati,24,45,7000,2021
1882,Hartford,80000,150,Bagmati,91,25,36000,2012
1883,Yamaha,370000,155,Bagmati,111,45,11000,2019
1884,KTM,355000,250,Bagmati,94,28,20000,2020
1885,TVS,69000,125,Bagmati,63,35,29000,2016
1886,Motorhead,170000,250,Bagmati,14,35,12000,2019
1887,Crossfire,285000,250,Gandaki,14,20,63355,2017
1888,Benelli,390000,300,Bagmati,80,22,19500,2016
1889,Crossfire,350000,250,Gandaki,13,25,18000,2017
1890,Benelli,525000,300,Bagmati,92,25,19500,2018
1891,Bajaj,285000,200,Bagmati,122,32,9000,2021
1892,Honda,125000,110,Bagmati,87,35,23000,2018
1893,KTM,248000,200,Bagmati,70,36,25000,2015
1894,Bajaj,135000,150,Bagmati,85,40,22000,2017
1895,Bajaj,160000,200,Bagmati,90,25,22000,2017
1896,Honda,190000,110,Bagmati,126,35,5000,2021
1897,KTM,581000,250,Bagmati,12,35,6750,2019
1898,Bajaj,150000,220,Bagmati,75,38,36000,2016
1899,Bajaj,105000,150,Bagmati,63,40,36000,2014
1900,Hero,190000,110,Bagmati,26,45,6865,2021
1901,Bajaj,200000,200,Bagmati,75,35,24000,2017
1902,Yamaha,81000,150,Bagmati,45,45,53000,2010
1903,KTM,320000,390,Bagmati,69,40,13000,2010
1904,TVS,85000,160,Bagmati,59,40,10152,2013
1905,Honda,290000,150,Bagmati,78,35,22000,2016
1906,TVS,255000,200,Bagmati,119,30,8000,2019
1907,Yamaha,320000,150,Bagmati,112,40,13000,2019
1908,KTM,338000,200,Bagmati,94,30,16000,2018
1909,Bajaj,200000,200,Bagmati,101,35,16000,2018
1910,Yamaha,130000,150,Bagmati,66,35,16000,2015
1911,Hartford,160000,150,Gandaki,13,25,16000,2014
1912,Yamaha,110000,115,Bagmati,99,40,15500,2018
1913,Motorhead,275000,250,Bagmati,99,29,9600,2019
1914,Yamaha,470000,150,Bagmati,136,50,2022,2022
1915,Bajaj,150000,150,Bagmati,82,40,12590,2017
1916,Suzuki,135000,155,Bagmati,79,40,22900,2016
1917,Bajaj,80000,200,Bagmati,29,40,30000,2007
1918,KTM,419000,200,Bagmati,121,30,12800,2020
1919,KTM,460000,200,Bagmati,21,35,8000,2020
1920,Bajaj,148000,200,Bagmati,70,35,20000,2015
1921,Hartford,98000,150,Bagmati,29,35,35000,2009
1922,Honda,120000,110,Bagmati,82,35,16000,2017
1923,TVS,245000,200,Bagmati,119,35,14000,2021
1924,Benelli,290000,250,Mechi,15,30,21000,2019
1925,Royal Enfield,320000,350,Gandaki,14,35,20000,2017
1926,Hero,115000,110,Bagmati,104,50,8000,2018
1927,Hero,80000,100,Bagmati,52,38,31000,2015
1928,Bajaj,280000,200,2,103,35,17000,2020
1929,Royal Enfield,430000,350,Gandaki,22,35,19000,2019
1930,Honda,210000,160,Bagmati,14,40,35000,2021
1931,Honda,85000,110,Bagmati,60,35,35000,2014
1932,Bajaj,295000,200,Bagmati,26,38,8000,2021
1933,Bajaj,157000,150,Bagmati,92,35,24000,2017
1934,Honda,75000,350,Bagmati,55,35,57000,2017
1935,Bajaj,165000,200,Bagmati,86,35,31000,2017
1936,Bajaj,150000,200,Bagmati,80,30,25000,2016
1937,Bajaj,110000,220,Bagmati,66,35,50000,2014
1938,Um,125000,250,Bagmati,73,35,25000,2014
1939,Suzuki,110000,150,Bagmati,71,35,35000,2017
1940,Yamaha,195000,125,Bagmati,124,50,11000,2021
1941,Hartford,206999,150,Bagmati,81,35,30000,2016
1942,TVS,100000,110,Gandaki,13,35,13000,2017
1943,Honda,110000,160,Bagmati,81,45,32500,2016
1944,Hartford,150000,150,Bagmati,51,20,32500,2013
1945,Hero,109000,125,Bagmati,96,40,23000,2018
1946,Suzuki,129000,150,Bagmati,70,36,29000,2016
